p	rho	label	x	y	color	patient
9.46e-01	0.03	p=9.46e-01, rho=0.03	20	4.60565413720363	purple4	P450
8.33e-02	-0.9	p=8.33e-02, rho=-0.9	20	4.91269774635054	darkorchid1	P300
9.77e-01	0.024	p=9.77e-01, rho=0.024	20	5.21974135549745	red3	P454
3.96e-01	-0.393	p=3.96e-01, rho=-0.393	20	5.52678496464436	firebrick4	P413
4.44e-01	-0.357	p=4.44e-01, rho=-0.357	20	5.83382857379127	darkolivegreen4	P453
6.57e-01	0.164	p=6.57e-01, rho=0.164	20	6.14087218293818	darkgreen	P375
6.66e-02	0.65	p=6.66e-02, rho=0.65	20	6.44791579208509	mediumseagreen	P327
9.06e-01	-0.071	p=9.06e-01, rho=-0.071	20	6.75495940123199	chartreuse	P303
